txid,timestamp,input_address,output_address,amount_btc,fee_btc,num_inputs,num_outputs,block_height,ip_address,is_new_address_out,tx_per_hour_sender,is_illicit
9016e6cd58cf75a28a53f7a8790e91844fcdef98d481d2026c61a4a194a660c4,2025-04-08T22:42:24,bc1qKZqzGRLcwfhbzCX4HThbrAmPKjjrU1GHGMJry,bc1fASSVp4bbUBFitrncuQnNXQQbdd9zaFSf1929n,1.20316672,0.00055959,3,1,897865,162.76.17.97,0,5,0
b42ce325284c9e763508d17d01a7b2eb7495d94cf592a3d047ee2175f948a783,2025-03-27T19:34:34,bc1WEHfocZs16vGucWsnny5VZe9St7dnHSh9UuWY1,bc1QC3Yy4NMM9x559a7zbMg6Qpon6snQ5xrA4zsHS,0.82300874,0.00175321,3,2,877348,128.120.43.104,0,2,0
8b78d690d46bd077d5cdf262c7202b93dcdd65360a9230cb6c81772a323a5db2,2025-12-02T08:54:57,bc1313iyUokNJ7NWRP9KdJhy71XNDjKmbmmYgLCqa,bc1MiuJHo333XVknBk3HBD99Gw2rXZCFK3HqkESkF,0.30898363,0.00430205,1,1,873750,226.254.21.79,0,4,1
ae9023dee853b4e07f357e230d4518d99524459730567f0432fb4726dd82d121,2025-08-22T11:26:05,bc11g7RzsutVNSUvikzYbcyPxB1xdF43VZkFtf3LD,bc1Fra9ZKp4WhWR4C9F26BDCfj1nBExMeMmG4UoV1,0.3377863,0.00347587,1,2,888193,168.74.237.73,1,2,0
900a088888a276349ab667ac5b45873766fd82ce8285174b805e55fb41ff0c53,2025-02-11T05:49:30,bc1wFrJstTJvye2d7xbEPi4FFeYwo6exsYYKAThz8,bc1mFsKsLwSwT6ogXE2SbbtRbPkvNRgrm13NdaEC2,0.75283415,0.00120676,1,2,883856,14.22.103.46,0,4,0
9e1046d58fb8ead1335164ee20142274fc05f6abbdc42f6f51af9982cf6ccbf2,2025-11-29T00:23:28,bc1232eqXsQAowXkgDRwHgBiWTuGUS6PLAiTpy5Xq,bc13UpuSTU6P6ru7sN3Xr88tKNeRU1UZv5oZ3tzwV,0.02027322,0.00056387,20,15,883651,57.36.86.222,1,27,0
895d4f094b06ba0876dc59f0f7a38c9b0509f75dcbef69dde948573fd3cf3434,2025-01-03T09:10:40,bc1r3LHdjWQTyFxf57t38oqWngYYCEpc67RPGNKmi,bc1RnHjhuLbdgYb4H5WEc5vp3FbHA1mqU6N1A5gC6,1.02654336,0.01307827,1,2,890671,4.36.44.193,1,0,0
bb731fda1170d4885f7e63d14c5badf966811001f63a59d8396687a7df7002d7,2025-05-13T02:59:08,bc14eynHmbyQzcd8eaFFtxyeZUXkdoALKJpFD7XEv,bc1Sgp4LiY2JZXpQqqNFnKvC32K8biZAcRPnWpihc,0.62052339,0.00382965,1,1,898635,61.179.91.123,0,6,0
69d6f9ed3bbeb22dae015c5fd600cc334371ede3dd80f00f266e40554d1638d3,2025-07-29T18:41:08,bc1mhv6gf9JmB6LDMsehBY6f2V3kKgYqYapHrC8Jn,bc1oQpKzXrnARLbukhVcone64JhhuoamtMm7nsick,1.46430258,0.00197122,2,1,875330,50.54.85.232,1,1,0
de599c7a20d2274b0b5666f27cbac73701115b271205d0b2b33768a93f8f1042,2025-08-09T15:12:30,bc1wgrad2LnQuraTL4LWvbqsUEg8YAMpTyRncMH7z,bc1acVnqMMKiLx5yPpoEk1NuDFTZaf1jSRoNTe9Pf,2.52705385,0.02296333,1,1,884615,95.28.155.209,0,4,0
695958e81b641233d725dfc90b9420d721c66616d3b1df99b2254ae7cff9ad6e,2025-12-19T14:21:27,bc1rAYqfHTYtNPxuUtfFqqfXp9wgr12STupp1h1HB,bc1buZwowqV4CBRQcWUFC89ALr3npjWY2qGQ6CSAK,2.58947904,0.02455379,1,2,872014,233.249.193.172,1,3,0
31cf35f6d59285badfc5c7ec1ea5e2582af4f66b2ee8d57c937470bee45292ba,2025-03-03T10:09:20,bc1pBtrscWroxU4keATzddQCcdKNzh2FCM8cRrYE5,bc1C7t4BAsoUG4YMA9p3LMgKGfcKhxMsmLcpwH4dS,0.24813945,0.00080854,1,2,872480,184.30.66.214,1,7,0
25cd27497fbc56cc8599e42994eb65a54ca42a76f5a83e9d078d0465b28f52c6,2025-01-12T20:46:57,bc19DbpychD7jA1BuhmCc7HyCd7RM3ozYwqRzrTEN,bc12qyRVqbWhpxgkR9w9b8L2rLSFxg558z5FK9fMp,1.09653044,0.01744122,1,1,874507,198.252.225.42,1,2,0
6974d74900bdfd4c85c10b13e35689fcdf5eff85f22b762cdfe1ccc662227c6a,2025-12-18T17:48:45,bc1HKo1wqTadfU9Rvp3DJikUYhyf6xRSJjPDYWes1,bc1GHnLfbskSdcJsHCuSSoC784i6c7MwGm7bCH3cZ,3.04967641,0.01980813,3,1,890125,0.104.150.193,1,5,0
c6b0ce2395f5f50a90d5ba3da673ac8fbd25d0d1196c37d5cbb1fb273af2db1b,2025-08-27T05:11:40,bc1NUAGBNMMsYqyDz172rGKnRYYNczojkNd3mcJeP,bc1Cv35mp3aENGTY7qyN6nGPktr2cPhNHPY6Vt8Sd,2.22041206,0.02638758,3,2,878901,97.78.47.215,0,4,0
926a5409b7099c2a5cdb4c0c0e93fb07e4a7b4015a597fc5b5d72f46efdebb00,2025-12-04T22:30:38,bc1SScA2iJfdcPQqhiiUpSy7rkDis7SnYbGysB8mF,bc1RMWNXyk4ehaPoUBrX1MsLLNreZqj4YJ92FzaAf,1.41317063,0.00684352,1,2,894918,47.160.89.190,1,2,0
b001a15dbc382cc09074017c62503d062c9ab9f6bf5b7153c9afdc5f3c33d1f9,2025-03-01T03:24:18,bc13LMNz9J9TYkiKSMD8f3GqV71ypmJTx4i8Ddsh1,bc1xPNbkrP4g6qhYyiuQfmD8b3BA2xNooFryEk5GU,0.94190532,0.02057806,1,15,897615,4.206.146.36,1,30,0
0178b9557ccee8bf1e7f5b91e38ba9c51583291fce5744eebbfdc5e07da0a326,2025-08-27T03:58:11,bc1YRKd5j5vJgLXgq8bfDedB6BDhnGiJHZDuoU6LS,bc11Hf1RZHzSPfiC8H6rjxshDcNwdBLsBT7eYfNwH,2.92086728,0.02996673,1,1,878840,242.244.214.182,0,1,0
45313e6751bdc0346aaee9431abed586ab42354983ba9bbc8e3026309a80a1ab,2025-10-30T17:10:05,bc1CV3v1VqhKzHxaMgnQzRRQNdBGZCJYJYn6vYpG9,bc1HpLg4J8vkbrKyZYMRkL8GjpFff9wavPEpsLBwQ,2.24019804,0.01775597,3,2,896973,80.206.117.85,0,7,0
518452c59b90cef067c777c79bc882335418456d9102037b9ac7b5005749c617,2025-03-16T13:04:48,bc1kXwFFP4ocQfKdNJNkwn1TRQUCW5ZwBdoNsdHqV,bc1Potx85vumeDBVRNSubiTGmB6MYDSWWBvJ3yJyk,2.30156298,0.03044013,3,1,890410,141.168.31.111,0,7,0
1410fc05f8f31e59ad4ec1f48173ad987efa82389e613cbe2700b4e5131e7a95,2025-02-20T18:52:03,bc1P3SeAjDmLar2UsyYcVbyvCmMr5kR6Q1Cqq5KpF,bc1iEkCViDYwFa4XwqA1LFtxMAPFKf1SWWMK7wj8i,1.6573797,0.01595716,1,2,880833,59.164.181.170,1,4,0
09beb4625576e711a29bc73fe773e2e948c04277b68b50d7b77d02e04b9856a8,2025-12-15T14:32:35,bc1jnv8kVLSucuhKPvEd8YLHUEA2u59gdtuy7KaN7,bc1YLwsRzZcRyERzq4uCjT8jZ3kAPAqjBQtkN12BD,10.09916615,0.34647981,8,1,883303,188.137.96.169,1,14,0
79894d1cfa8e1b616e3a40c46703f5e2e776b62e584dc4ba60261fc2b494f403,2025-07-15T06:16:43,bc1yhDxYKzm4TLYuzXHXtTwcQmf4Qy7nz1AWruzKR,bc1X6jtQWZXavfhXNqJ8a4d4BspsMGDSa4wdMfuk3,2.37823668,0.04278637,1,1,888879,41.75.184.76,1,4,0
9036e2a7beb51922f61801800ea11dc66e728685288ad22023d0a2492bb4b3a7,2025-10-31T12:54:57,bc1HXLZJGHuYfaMbeZ99hbWtduXBNeryP6bnh7jn9,bc1eWPaskkQuRRBYCGLdJwyoFpGi6wtS4SUFJ2Edx,2.73001335,0.02778007,2,2,885510,162.4.54.12,0,3,0
a2be746aad0e18610b9e6eb1d84fd1ecb4d0656ce9a0023cdcf946c88643e76e,2025-06-03T05:59:24,bc1xrP1UzEs362qZtXmyYFuyKbMk9PpWspB9QCeBU,bc1tXNUHYHogpLJB5BVWDUBoUWvFZ7Jub6hzrBAbG,9.20623577,0.77991036,1,1,895460,241.243.162.21,1,16,1
0d559098df0dd74e7c1cccd25e1a26f698e66f7a9b59de13961283427ce36a4d,2025-03-03T23:26:13,bc1McjFHKjSwK319o8CL3rZHuZ9kLiRt4FpTwLxZb,bc1ekzPpTZUnJ14agKS2ENHvbEqKvRAYbArq6Cy9Y,5.01797762,0.33060908,2,25,890931,55.248.168.139,1,24,1
e93de729fbd3e791946adcd0a5067a7a243a74b3ac8bcd2548ba91f2147610b0,2025-01-21T22:07:40,bc1ahPEabjg2afL9RL4127d9uzEbAJKbhJgn4HDVx,bc1K4QeGR4hTfy7TvuFEYPyDCahrVCbjv2jWz87Kd,0.36153072,0.00163416,1,1,890291,1.122.183.141,0,7,1
7293f594cee463eb1764c4ebde029d047d685b1f51c17a8228f2f76ffb335c6a,2025-07-14T10:53:41,bc1SDBn67ABH66qKSRWxWAxdiy4BRm8LhFZrXsupv,bc1rFArRpBUUR2mahFrmnXVCEykfFeB5cya8KZ23x,0.82793066,0.00372945,3,1,882603,252.202.88.234,1,0,0
c0f6a951282c8f5b1c1d2b390f1a4b45a329f2fc01b88cd4f3f3c39929ee20b0,2025-11-24T12:28:40,bc1PeSDYSK4vZrqPrxoLaWhHkc1Vg7VRmwDDx1rZo,bc1pkz2WUHxuJBAQ3dQcp6C52E3jgK6rqc1V7YG2j,0.03823547,0.00249825,8,1,877448,194.140.152.78,1,34,0
e493bad70a982fb640e33b1717fbad129a5f7d7eadac320a1310c4e8542b9a7e,2025-05-12T05:26:31,bc16QJTT6WkMaV4VaBr79UaebBsKWQ8i1MR9Gjnk9,bc1c35iTmKTk2LqwRknLau4qC6NpuK5bHQukiQ6vX,0.01854836,0.00123137,2,5,893066,181.28.210.110,1,35,1
1fb5d33ea600b6f54b25e5367e54b7932c12b8074f35665ace71b7a4f806053c,2025-09-22T01:15:42,bc1SKaMMqhRrwjXhmsLYdNNVcaHPn2pkHqvPzXzVJ,bc1ZrN9RXnbrS19c8tCPQ2BMyvpSiy1aXVEfdRpAf,1.76796477,0.01651583,1,1,872874,175.244.13.112,0,4,0
7c1b126e67d54d02f8b3f9f76db35c0377c155fc9ed8a322c664b7b0767010b8,2025-04-19T05:39:15,bc17dmJDwhWzDori9paxnPe6uxQD51pRfucosoqfZ,bc1MXPw8KDujne5XjpDpo1B44aGFZ2tNDokwdmth9,0.33009198,0.00234357,1,1,888609,233.124.139.179,0,4,0
681d6f1ecf63f33705ee3f73a2425de8a6118a4465857488e3c0da4424c5f890,2025-01-30T10:17:55,bc1pDcwEUEYkz8UGcEHsjmjzVZ9vx8CNNoE6G8FPD,bc1x1hPLbt281wmRvJ7LFAaLwYFih73oNuzeeufpw,0.0159766,0.00053323,8,25,884321,7.160.202.110,1,9,0
94192f14988e3c808b209fa4d89857310b4a9b6d6f515a1a2a19239016320fbb,2025-08-26T03:23:04,bc1qKZqzGRLcwfhbzCX4HThbrAmPKjjrU1GHGMJry,bc12jUwEh69THgZamks16BZE6S8eTkPNfhTyMpw5d,0.57833711,0.00378714,2,1,874119,76.186.180.231,0,3,0
1c23871b990e0440b43ea9c4787d523158fc197e425e0d1fa9b5fd288898970a,2025-03-30T08:26:52,bc1Z4ZyWXUzdbyrW3h7q7kfnVifTMkD8MQHMyCaVk,bc1ctpuz7jFrfTom26DepeZ5J62Y8NmykpruVfY6U,2.86557608,0.03315317,2,1,894566,104.223.32.159,0,0,0
f1046b36a3cbdeb84fa9affe1ddc23127f27e1d37594277e233985907c428eba,2025-05-04T14:48:06,bc1oyb6wTcqfKgX2AR4SPhBVUGG1AYLyMtYL67bRp,bc12o1F5H8ke1JQzPZhwVWrTcNAYmXs8164aadhoL,2.12415867,0.00309884,1,1,875095,50.9.194.2,1,3,1
e81eb6bf47fed53682e310f85ca87a4b1bd09a69999cfcea80be73b3bf0c11ba,2025-07-18T05:11:36,bc1qt4jkAQrSPv88Az5s5zbPxMuHfjUuvjDsuzPjp,bc18XM8eDomifj4miYJK6rUJcmpMB4SUyX5QxVLyr,0.03015923,0.00153998,2,5,884949,223.95.53.170,1,35,1
75615e1b5864fe0ea81517f942fcab7c31cb06422d1cfd5209a7e7ff4b263bab,2025-12-09T01:43:56,bc1CooPTXNTSvdBX5nGtMuCEwH9z6ot6dH29SGfWb,bc1bA4idRQH1xM3RKA2iq8RxC3cqVgBWSrRSF8TZX,3.08286209,0.017324,1,1,881982,79.68.127.255,1,3,0
ed44944db802c6239815c73e3bdc38821adc20f16b45313945926e074acfaeff,2025-10-26T13:12:00,bc1nLgQnc5o5xdKjSqsW2StANCGCTMPaPhw7owRms,bc1aNDQ5aAxUZ82aT5t7Gao5rVt1ZhWi6e6uAty18,0.00604704,0.00011686,12,5,898927,0.100.36.141,1,7,0
f8e498b685eb2c4e9b49b3ce273a1fbcace38586783aab29e091b6e6e62289c8,2025-04-28T09:52:17,bc1yj5DdrGGNbqGWRLe6RfLkDht2vy5NybFnZ97DJ,bc1o1dcwoHxzAoMv8wk5v2i59GkFgjtKshpky5D7D,2.84278964,0.00996377,2,1,886207,246.8.42.185,1,6,0
0c656fd19c4398d8e9c1ce8dd9dd72caee3c4f078088089fcb2dc3d0b9b28a3b,2025-08-27T03:14:27,bc1fhue7vm73JcDpAgNBm1yPegbw72kmePm6emHtN,bc18u8ZFZpodnt4gf6D1fsPQYTSAC3T1XNgU4549u,2.36976823,0.03164958,1,1,880406,2.187.19.223,0,3,0
15b60c37e69b7f032452f6276835a76c5ac4368930e5a2f6c3b56344c3abd5c2,2025-10-07T14:15:32,bc1pC9X9x5ZFcG1wki6J7jKzqbEUJMxyVd9GyYjmd,bc1DSeC2nFQMzFgA8MJWw9AVPjF5cNNSwpjKRTYt6,1.13927694,0.01294023,1,1,886592,184.182.169.193,1,0,0
f45361fd94bd92546751a05ebc3fe6fb0a8ca5924c5435cc7dd5abcae88cc5d1,2025-04-05T07:23:04,bc1mAPMM77t9oCqPFVPWu5yp58iJuuvV8qd8LmFdz,bc15jcN4GfwaoaFMzF5VbgPRuDqHr1kNwhLBkSNVQ,0.86571099,0.00398551,1,1,884860,212.89.194.255,1,2,0
5571808ce181bd7d3e717fc9f29527bec2e7f59b3f5f99824f9bb6d1187f7cf1,2025-06-09T23:35:32,bc1guXe7SzLLgoDk7bPgQPhmDMcdcTpLz4PcjomVx,bc1JzonDNu8ZU6RzFZwL9jMzZ8zNu2tdewGAVvhua,10.62563297,0.34316648,12,10,894467,206.74.43.189,1,40,1
064710d15f21ce003754b5deac771ca45ea816b6eac6128244e8293eeff1985f,2025-04-19T11:57:02,bc1CTEbMY3wT6zXEBJ2ac6g7BDHr3m3dkq7XG6wgj,bc1Yd6BWxd9z3ww78f3Vqc6QLT5gtFpuPauER3JyR,1.53301412,0.00251536,1,1,873845,102.221.85.168,0,3,0
27d8dd751fab67f99497ba3bd167e51dadb5eff6353048970909f6e13e227539,2025-09-12T05:06:43,bc1834vbTE2yJhwFTVAN3N7H7v4PoRrivGXKtPnAG,bc1rvgD8F11zzCRRC68h8rT12DWW6qCQPGaUg9Kxd,1.82894057,0.01231551,3,1,894525,94.242.166.58,0,2,1
9debfc20a5bc55835035a1ba391aa717b9f7c4f986f71822e41f781d6e557e5b,2025-01-15T21:06:48,bc1HHwvmsWRNEEMFP1tL2k8ytFUq1FpqrXV76UPXB,bc1TX7riNf2JgG9ExvMijHRjffRMaDLkoKvztxLHN,0.04235372,0.00063576,3,1,889655,91.199.44.163,0,7,0
c0c72d666906307eed14e688915944e5d3e919637165b15d6d9570f1f9c7c270,2025-12-05T14:21:31,bc1J1VHSBg1GvxgtPJqwQpyoDzuZx6NNPmvVfffnf,bc1FP7QeGehJ6bgcB5b1suLEwj3fjMjLXv5KfhSSG,1.85895872,0.0018547,3,1,895736,1.83.200.163,0,4,0
e64d63f55f67f395025d537f96652f25c08695dda70654bcf3de628c31d7de8b,2025-05-14T02:59:46,bc12jtq5Wu8VW1X6jwXAchTvUoZCFN7R8ZxdC3Srs,bc1V54F9NL37cfGzJDMBmgvq4EWMztuh4WTHCxkgQ,1.78244347,0.01795873,2,2,877878,100.76.63.57,1,1,0
9f5d1a13b0c6921e20ff7876c62854cf7057f845ad1c7161f4ae65fb9baa1f45,2025-05-23T13:01:43,bc1WNJKALffwtRRZbHNaXeNgin38ni8wxrpvAsUt6,bc1TuL9DhesG63SF2Czbhm4Hz8hMtJku3aVds1uj8,1.82567112,0.01611236,1,2,890133,211.13.17.77,0,1,0
fff5856386a638570659e871c4949f5c5ccfedeec6dba2ef4dceaf2b0b084579,2025-06-27T21:25:17,bc1aKsNMyFiXCmhbxUsPY9FgNNQgrNCXyeaQk2Kwc,bc1F86TLtn29W1Y33aTkpGfDHYf5g9HYUYU8TmXm5,1.74319808,0.01500739,3,1,888769,161.81.143.215,0,4,0
3349d7ff155764fc161ca005f6a468fd0cf9ce23deb5ae6852ee272e05c75e3d,2025-08-06T04:36:50,bc1BJD7Gx4yYyy1uTaia4wng2QBLuXvaaqVEtRruf,bc1yaELLZpp5bGtV9Socp6Bw3Rmb4ck6YF1WcrMdU,0.02120765,0.00174062,8,15,894336,208.211.189.31,1,24,0
97672e364d7c156884c85a5166e39bd8e5a421dab6e9d292a843971b4ff9a048,2025-09-29T15:06:53,bc1pu5EX61jHgPDuRCMTcgkZ62JPXaWkao3mEKqe7,bc1f1qLURw8CAonKkr4GH6pAWn6VvQRjHdcB3qJdk,0.59654139,0.00072092,3,2,892433,44.23.40.184,0,4,0
cde5faf4e8b373b00d6fe8649f6a6a86b7d3eb9b2aa647f27289fad7511141af,2025-09-25T11:22:27,bc1iJNDiPEuaojvVaJZQ4jxhSVk9K7uVpsfChD1hU,bc1gwNwgkGBGRm4Pg1UNcXuwS9KS6vCeU5rbo3Vno,0.13787112,0.00166496,1,1,892965,236.229.60.10,0,2,0
d4c6f150b67de8a6c9d6369f317d9527bd7a9a6265ce849a9e4d82328e1ff286,2025-07-02T16:27:30,bc1zfJqvvy51x1yLZ9h4yFSfGo6MLXYfdPQ7ovCc4,bc13vUV9QEHYXVMdkJCZrA5dxQimse8jawQxEdmth,0.71283495,0.00707594,3,1,870418,98.69.80.8,1,0,1
