txid,timestamp,input_address,output_address,amount_btc,fee_btc,num_inputs,num_outputs,block_height,ip_address,is_new_address_out,tx_per_hour_sender,is_illicit
7474559623177f0dfa7193fb9a5018cc42fe268bffcee26e3459f95c419ae230,2025-01-27T03:10:44,bc14nCntDq6wDWJECvs3fjizYqYyuJDd3FwnouGgo,bc1uvms8AoReukvhW86bTKkUMLE3eVWma6Mgory4K,2.16883592,0.02605575,1,1,894986,181.153.56.168,0,1,0
3a0eb0b86df6f760eabd2fc165dd86a0286d5d9fcd9ddd218429239674178397,2025-07-12T04:10:55,bc1YzabjZzpBkj6SoD9d3M6n7Rbwt89Gcm7Lv1wux,bc1o4SfvSCTZsQ2TS4vzMQnH5TWPR6VQoWZ6Wmsja,10.03204355,0.79803731,1,25,880538,86.43.15.121,1,34,0
be8a70969676434209a3170805f7bcb1e3f6c344c9e5e2ffd9e7fb4dcaa38d4b,2025-03-11T08:17:06,bc1yhDPbqzcwXASNmGF5nMdF53nQASPMHuepJ3nrz,bc1dR2Pci79wce76Wui9hGq9FHPBxYs2iQ2tBZPrV,0.76676686,0.00601386,1,1,896113,101.125.234.119,1,6,0
c91d6323d724162cd0320f3109fe76017a50036b095b096d56a442629d8ce00b,2025-06-20T10:34:42,bc1hQtZN1fVAHzPtTuqLi3JVnt9qUau8mxKMYw1ju,bc1QjAoac1w915FuW2Bj9AwhVK5tKMbxFLtQYeGrm,2.0648492,0.01148062,1,1,871134,216.175.31.208,0,0,0
f1976092ea819f1603c369ad45d126204920ddcae212955b1b67f62d9c05a1a4,2025-12-23T09:03:29,bc1nKH5TNvdXCXW5ELXPbqJmo7gJkBxLgoXwHzR8J,bc1XzfjvV34ri6yWZfArn2MuwwTDh7XrdtEz7CehF,0.00623882,0.00030616,1,10,877284,191.209.154.107,1,36,0
6a6b96aae3f11023af9ecd3a33ff3d40513d7bf438d1ac99c964009691018e5f,2025-10-04T01:25:26,bc1NFZp7Kj3FbeTntqL6pXMQWPPBXdU9XkGcNHwAD,bc1LZLra88PgEtbVWMWeJHv9GncydKeH9HwodAnDz,0.50189183,0.00676001,1,1,871658,222.185.198.53,1,2,0
3d7bec4f2507ae4a46bdc617f5a7b582943d609ff7c8ea229718570b057183a1,2025-07-29T18:35:43,bc1DcLQGJuDEJYGL4H9eYsHCrF9BMoi4Uoz8Es7Zh,bc1Mm5MexeCGF13qeZL8j1ZgJUVncqUfpVr3aaEgF,0.02622684,0.00025262,1,1,879392,41.26.225.4,0,5,0
355a8d2a517b4a45aa7807e367a92abdac14935deb432f75735e2352086b808d,2025-03-18T07:12:45,bc19cwrcQZQpRtXR4mDBaA4gNBghZEvarKpqzCY1G,bc1TvA6SLLsZ3Tih7u6skrVN1LSeW5ip1aBgCDHHf,0.03713431,0.00341636,1,5,881395,178.231.18.96,1,31,1
c3c1ece8f49b1703b3030f683c113b975a36c059d9ac4693951a3f1c71752cec,2025-10-11T19:38:50,bc14NeWHoTWWCduTUMprgyBoqAogK6UPELgTooHtH,bc1q6EG7VcdTRA1n3zRKMgfm2kbozQKSoLQeGJBNr,1.00128175,0.07086667,1,25,896593,150.218.29.172,1,31,1
14f5ea81190be61127ab385ca3be8a41f4d521bf7b27497d5f1505b8037b2983,2025-10-19T09:01:48,bc1Yau3jdDnytCAuDKRQKjE9fEyT1N1FkCSLaqduP,bc11cqQqgybY1w8okB6Bm8ffUX75Uwys4nuVurVux,1.69863842,0.01033253,3,1,876725,239.15.114.174,0,6,0
4e4e6d2803c264b51bcd864d2fcbf832642bbed7355003ddc49caae93d8d4660,2025-06-08T21:38:50,bc11jAEEHeqHZ7AJehboLg1kxbxJ87Wd69Uj7sAnS,bc1zKcyHH5YtACq11qRYZrWSyKz5YbxD4kNXbpbAK,1.08485447,0.01093611,3,1,888710,212.30.56.242,0,4,0
5b51fd190622be87771c74fe2925e81c5a2bee245216e781210ca629be6b6295,2025-06-18T13:30:32,bc1xr2TwKzDNaJP4zLzmzQCxnb6mTVGM8smMdTFN2,bc1JL9j1nFMHa4zcfnVf2CxttET7FhBZFr9CURAU3,2.68094508,0.02336234,1,2,890711,27.123.253.253,0,2,0
163c9cc53c94ac25216b85b081a594ba4cf034100e5518eaa05dca2b78a0b082,2025-10-12T09:40:21,bc1GskZ6LfG1afaTwuGfEkgNbbuhoMDN29Yi9Gta2,bc125dZHuT96ZWVTn83v4bCtUNrx2qKtcoeciiuYa,1.27936215,0.01326479,1,2,891969,34.240.8.201,0,3,0
850cae54ca79b4299435770817e9b4a3a752421347d3bf1e32fc80bd4e2e7f98,2025-08-21T15:57:28,bc12D4FN1h6pdCychCE6d3p2phsLWSV2VtgzwyjjF,bc1s6fsJB5kDZB49ofG2yidwNrFFbGFWrjikvRVxX,1.35423155,0.01599916,1,1,886555,234.248.177.111,0,1,0
1226f961bccf00ca51bf2126ed6863061721d94243cd5e69dc20b5b7407134d0,2025-02-24T08:28:59,bc1XujsXT7U3B7UrKyJ1mEQHBonrn9kXGFcDUEWyX,bc1B2iLXZNBXQATPsxGbVm7k1KCq8Pu4CDyue5xU1,0.07666631,0.0008989,3,1,878797,82.231.191.68,0,0,0
05325ad460566123fea7ee2a87a989311d23e664134ffcbeb235ff380e420d70,2025-06-06T22:48:13,bc1t466BY3suYdsJ2BNVETsHtUNn5Mws3ym7TtSoa,bc11ELHsrbVLu39sr1hVZnUV4Dptdc5wVjH32MfF5,1.71741017,0.01712169,1,2,888842,108.109.53.233,0,1,0
d2eef7cf722f0e14f799cd79c5a95ca492fb9803ef705bc4ed02b1ca76a2449d,2025-04-09T09:17:18,bc1iYWdkSdiYg4KTJLWaPR3c7FegY1DN3fa6hdZnU,bc16LsrR83rqeNnxXwVg2gLLx3WqvBZ81e5JTc4dU,0.88903617,0.0557538,2,25,879632,191.253.158.36,1,18,0
5db73b9b376a0400427d22b3a7451918f0465c94d669dffa1f69d6046459c5b6,2025-04-02T00:15:53,bc1Wj1h5SyXs5LYUh9QZSXEuTe3bQwvQHmEbjsSXg,bc1kUS7vFbVD5UU78xETFf5TdtnTVPKrm8KCA9mVS,1.3583011,0.00663878,2,1,880530,201.14.244.14,0,5,0
96f8c7b4ed7097e95436ac37ea0364f59ea6a852f7450890050c39555a9698ec,2025-06-19T13:27:27,bc1M8mgELDJETfqSZmX8dbNM2EhMHUT8gbyLuHpAx,bc1q3oE5MQbpWAKjvtFmm3KYBfwLvdsbejwR9mS18,0.2148682,0.00404185,3,1,893517,175.113.133.64,1,4,0
0e2a0794731ff19136f048b2d2cabdca28b386cff655f64fa081031a8ee8bc82,2025-10-11T12:22:57,bc1HtoZRLPeqtkJVy4Tnhf76dEQjhprik5GA7sHQB,bc1BPYsUpSM4UFiz3N5Vk5ez77NfAqddzJgCGcBPB,3.20447143,0.03221384,1,2,887054,171.247.201.35,0,1,0
a5a7bb782e56e23cc56f6c7285021ee0d23e4ec630fcfd5a7c728fbb5709d786,2025-01-09T05:53:26,bc1kGWNYDDufz4vk1PZoaW1x319XMnYFGxUu4RoP4,bc1mH7VvmKxm2DuxLJoa1ZdPixUGyFcRcmEpU8GDC,2.57926708,0.0100771,2,1,881217,54.205.95.74,1,5,1
c347312210702da1147ffd0215d10b561c154d4ed733ad83365044f7c1b9b29d,2025-12-12T16:35:01,bc14VwCfKjdZRe1JYnWpLVkbmWSxWyZhdu9DqAXRu,bc1urLvGAVzjKq721ChweyxqThbrvhxFmPfhoJj79,0.94043178,0.0071393,1,2,896250,112.101.109.244,1,4,0
c13e71b5add318c98744d0999ebfc4e8eaff1b5508316ab86d26bdfe43d96068,2025-02-20T09:14:51,bc1iQrYCPbgUvRVrR26xFWkghUfRexAZM1iAD1uKS,bc1mLqdpDxaDeK5UcJdZtYyDWcFwHntDUQzArjxP5,1.04094682,0.0540364,1,1,895163,92.231.129.120,1,9,1
51459bfc7c4a498d40503403dc49caadf7865eea29654c0c6fe72721bd34534b,2025-02-06T14:52:35,bc1j9cZzSE11aGKMpVyd4GPpNLs9twWTQukWP4VuT,bc1nQDe73fTfMwURNLMY41ALDkaHehZ3ePu1iddfY,1.41422757,0.0049311,1,1,871973,193.195.69.183,0,5,0
7cbb3309ecd434818e16db0bce0e0650236ae54350757315cff30aa72a0a1d17,2025-11-19T19:46:51,bc1sLtRcKY5gGpbBGqAhHQShTogiPWa5MDfEuN3Ji,bc1GhzZyD9Y5bEaDdphdLVGyA5by8CRSXTddGifgj,0.32314654,0.00282693,2,2,890990,134.238.208.179,1,2,0
dd18d7168e20f690bbee68a2b8b72628d19e1de6f62fa11fc4e8916525a06088,2025-01-05T12:22:50,bc1hhaF3gTLeSTr86s3aTzwFHC3x2ZhB2HGJj7qCi,bc1TpaKBSM8qSPHfHTFCLr9w6GLac2qeTbStocJWa,0.49929394,0.00573685,1,2,881699,229.152.195.54,1,1,0
1623a9067247f5118f1c22668b27f9412ca57159035f47c59bda932c3168af6e,2025-03-23T18:23:29,bc13RL4vmtBZJwYodD9yYgBh4k4zT1Jr9eRuQw4sW,bc13GVSFLFYAmvTm9pqGexhiPBionNnMJHwqVQKse,1.05871569,0.00105046,1,1,879479,228.170.78.71,0,0,0
1ce9ada4d43522d0196c4ee4b4c677e08bf69228745a0eb2c88ca1b68860f0fa,2025-12-10T03:59:37,bc1tZaEbaBXxyHFqTKhKB3HuVqH1gd8hajTQu6h8Y,bc1giYSapwMpUk2HZE3VPJT4LSJghBqkGLpZTK8AX,0.76660801,0.00234871,1,1,893170,80.60.217.43,0,1,0
4d39e29e2beaad6548d7ff75d6a49806d61f45df8be388146ac9baba68bc527f,2025-01-28T07:21:57,bc1dFqwrCdH8LffY92BBfZqjdDvtnhZpQycYQjqNo,bc18TPWax52bEmgvET7BJ5LTjrx6ATL6EmN565kf6,1.99264316,0.01935337,2,1,881557,251.254.237.64,1,4,0
abd3ca395acf17690c9cd43bc698a2a2b8e8e127fe43d18f595510ef37fdf6f3,2025-06-26T11:56:00,bc1UEDdpKmfHvS9SRRhXQyr5EAZKUAbHG23kvtxKs,bc1CSTdasmvgXP9QxmFQFzPGY3K7S5621XX4nW6mZ,0.32043269,0.00253211,1,1,875668,186.241.65.245,0,8,0
6fde4281f1e7da09f1862f9c1be463814a6251133a2468bf321919da0ee1844c,2025-03-04T22:40:22,bc1Ta6Nmjv32A8acQvW1c9cgXMFkPPJv7ZPUUTnhD,bc1LiZ5rRZNYwSw3dvGAetA46Gd3GrVgWcpNbuE8Q,0.83198998,0.00927079,1,1,883017,99.73.138.139,1,5,0
2a59897ccba1567e2059ffe394b40bdc776a4f55e7e8a3fa13d408e438c43aac,2025-10-05T13:39:42,bc1BEv3wbFedCchjkpqxTQm8EMWPdy8tcejxxWyqK,bc15nbYqbN5BZ6nEFZwM2tHbEYtb47nedsLBNNAhJ,1.27748594,0.00768844,1,2,870582,98.232.33.23,0,2,0
9fb2daff2537ff897c6a1d7a4705c26d7438b09a2eb082b702e4d13e39b7f8ea,2025-06-17T10:30:07,bc1dpZhPvmpoem1bTs2M2jE9n25foEAWXja4vHNMZ,bc1UfT7vXvwK8icLqUQqyTTSMqbaHsd78eWVoYTT6,1.57445576,0.02085794,2,1,887086,231.171.248.112,1,1,0
cdcf8588b812a2f1325b6728dc2bb4b9c4f99e66346531573b7e070060638b05,2025-06-11T04:38:48,bc18CypBmmCgM9GdGsefLcVBnbJodAB4uQmCUjPoC,bc15RcLxnR9JdxXBf3mypJ8eDEgE8Ye68nBBxXFqS,0.00982568,0.00051845,1,5,892692,149.29.24.88,1,36,0
3eef9b9f6429b031143ed291d7cda461e024593a1797e8dd801731c868f621fa,2025-05-02T21:44:20,bc1kX6KEBHpvvNywej8JMguae3MLvfmx7GeqP5yuv,bc1236QLm9cF2Yj2G6o2wtbDMTib27aP7v9Rc3Dkf,4.63364171,0.15825271,20,25,886297,108.3.17.153,1,10,1
585bcfe1e8bd201905fa8cefeea62d66547a6b37472428062fe93c527c0b1da0,2025-01-25T01:01:59,bc1KmyUdEj6mAUiuDPw2XBhkvbJBUm1FQhMVp9vLr,bc1FPGDp2uN1yWAtkU1sPxpQsWX2b3A1JM7CVWbE3,2.23037839,0.01272086,1,1,898709,68.124.29.185,0,3,0
a6132916988a2a4061020896b4d58cdcda7ffae1633222d5757eb95504fac119,2025-02-18T22:39:09,bc17WzDCDqmBLWGKivBL1FDvbccQP2LXajRMBahwD,bc19h8ifm9fstBtPhrMZ7GMwYK57DmoMJB7Gw7RM5,1.90649754,0.02372206,1,1,881896,216.8.123.61,1,0,0
764326aa4042a5c44bc762ee5b6de5a388df20e5394e6d9463ebf5ad2e0843f6,2025-02-27T03:21:29,bc1kxzRnTPNrcaH82wxSvDgfEdrjnqbRXPCycGz3p,bc1cbKjFJLLECSBcvPDp36RkmpZqU5QtVB5jw98LX,0.6773022,0.00693051,3,1,879364,81.95.142.238,0,6,0
66aa34248e37f3f3932e0afd976ba6c011f7790014ab4020d2b4ae54b681cfed,2025-06-17T02:08:37,bc1RSvPW4UfSmeAvHimCcnmYdBz4JSGQKdv67s9DH,bc1YoJbc8RedqMzERq41ydivtKP59JyGCYzDFNf1K,1.5202501,0.01660628,1,2,888725,16.189.65.127,0,5,0
7106744e86f729598250043e04fb1ba961e137d7b9665315e9ee179dd983fb38,2025-10-13T15:17:03,bc1mimujT9eXw6oq3zTQZHB7ocPM34Pb6sV1BPioy,bc1uyWWiSFjwvV6JbD4Gep13s7TykyCwka9gmXiTe,2.33338579,0.02920039,3,2,895878,23.222.43.37,0,1,0
de2e91a7c0e1fd4e8f0e3f03b3b804cecf5c74526eb8deb0529f6d0f1b984675,2025-12-13T13:32:00,bc1hmiSe5GcC4gzUctm7aQDhucCD9rRfdu3ZH3Eo8,bc1S7cFKpoyiJimudmbqh3Tu7LNkWGC6d73htNpax,0.00943421,0.00037242,12,25,897090,246.163.222.7,1,38,1
d6e470bd952e6dad6512a9b07c854a59f58948e74fbd0e101bb4640210526c0d,2025-10-10T21:15:34,bc1rBzkbXXmSeJakJyt89cSH1nLJ87H7fgPd8Dw24,bc1AnmvjWD2qcVxCTq1bibpu4gQefJaFSnKEjocfW,1.24314817,0.0079525,1,1,891046,97.248.143.237,0,7,0
bdeca1cd48e9b3abd426f8eca6631e5089cb71e061427d6be004f58b5a198682,2025-09-20T18:30:38,bc1oyyuBJHZNjdESVRGao6SYyfBaT51htPkCC94Yu,bc1wvLrXJPENxkFUFpLKLKrTk6991d8U2LdW2ewHa,2.70851077,0.03076425,2,1,899613,197.11.245.210,0,5,0
f521d03563ababac574989c2160a367e6c4e5ac166972030dfe28d05415add6c,2025-12-09T00:03:51,bc16rr3xwdztrZvdSvyAXsMMAMZqu7EMv7Ndc1EHa,bc1VfSof9ftt6yo3wr64Bv3ycqExS8QyTbVWdq371,1.0795464,0.01925805,1,2,895310,220.177.124.166,0,1,1
9a4acde371b954264c47a6e89ebf3b15bb92f222a8bb5632fe79bff172c2156d,2025-07-04T15:20:22,bc1B1dRJ49L5uorKmhQw2cYMeFMbTWdMdnXkcKDDB,bc14opWWXRU9jvaVWBsgeUf4P98LMaqN2Ltp4L7JD,3.02566833,0.04244241,1,2,878850,134.223.101.93,0,2,0
5e4b378e9ce2d2ef9744e4428025033f09a0c29ac3912ee9907085b771a516ce,2025-01-11T09:35:33,bc1CzMU3JME541xEUEMfAUPoYfTY3aVJLjsXc7ug7,bc13bjk2fGRLg3iP8USqHr9UPYiX655yNMQNs21PV,2.28665461,0.01702333,1,2,873728,138.96.141.92,0,4,0
345e29c9cf06f5584e75ce918d939126b7485ff0030e7102abb1ae049248597e,2025-08-14T10:21:33,bc1iDufFT8Qmcs3VfkeDgBCufWjB47cu5E4zzNacH,bc1PU3NqhEtbFJRn5NXZDE6oirAQKQgYLrw5YgUmq,0.03320189,0.00194854,8,25,882682,152.29.149.46,1,35,0
33913a4a1e3c0d3b56c690e874d15e783ea52fedd95538aca2a12d61dc4591ec,2025-10-04T13:20:13,bc1hWPVyoPFwHAbYDWiNa6otJ1iTgzqJMr5kEzKth,bc169FtGtrtwq13AdNp1ZmQVzd2K1GNgfLYok97qy,2.75898653,0.02926609,1,1,885704,83.38.152.244,0,5,0
095042cd39c463998b612f6340aff6ba36ff191f389cbd321d8cf137db4c004a,2025-10-20T10:12:48,bc1TfHEmVR7mBLGXAr6Eh63cK4BwWKWuHzAuwuhv1,bc1URF6HoBDj7GAXP1ip8t2oGMwibdjTcmAFHaPPR,1.30895775,0.0039469,1,1,875803,168.42.87.91,1,7,0
0fac670a2e632b3d1140b970f89204de7d32fb7e9f3e2ac8889bba839cb97699,2025-05-25T08:29:12,bc1FaSyuYYeT1KB5K7qA6rAy9DyBV5qDQbBt37wBd,bc18jrU7BR47S2XpyMzjAsdmP1RdetKkU3Jr4KeYx,1.61189266,0.01437569,1,2,876109,178.37.215.33,1,0,0
191fbcb8261c74f938482a1c08dcb7b392b01366f5d45241a44a7524274f786a,2025-06-11T20:28:41,bc1y1UgkyY75o4UQCDukonXZsgQbwTP8SX6hrKLea,bc1jCKQdcFWGZrUtym6rJ7c9wmg1hqguQinkDNC1h,0.5654741,0.00611474,1,1,898438,36.237.240.205,0,6,0
26eca7b7231edf8195dd12f392890fd93effeae0ae480cd6d60633c50d33430b,2025-12-10T11:30:46,bc1eZGypSnP59FDytrLgW8zK2mygTW1FurD2SJjqd,bc16s9YgWQamHQ9yxikY29C8de9awtW2XeDcS8C7s,5.44978308,0.26169439,2,1,870756,86.43.15.121,1,35,1
8e423ec48ae8c9a760a2d748401cc62fbbb5b63a1e087a75fbb1c18fc0560c82,2025-01-22T02:02:03,bc1NrB6P4fx6jMPQ5a7hhyLzfiEj8inmUTSQP9pQ4,bc1kUoQ2PKnA8H1mz171BZHBYKUsxExThhxt6DeuA,1.13421801,0.01230945,1,1,871059,164.120.94.91,0,5,0
1733568d3adea23323decc033b64191aa7795e3903590a852c8965083859e6a5,2025-06-04T15:50:13,bc1vkiaTZwN7U4awB6BMRKJCmAGQoe3FCSREWX6VA,bc1NzHiFTARwvtUNDimWgV6iYugQvCFJqn2xWmcxe,0.42803587,0.00479309,1,1,888985,63.206.88.64,0,3,0
cee68890bdc65bcbbce7fe46e6134687b2481d96255a483276fa0e15ca379df8,2025-06-26T03:57:09,bc1iCQ1LYh8GBYc9Lc7f2s1gMUDtbY72Vc7VUEJYM,bc1DWTcc2ZcPsCSB17YicKrixV54tA2X5uvYYQ2eT,2.90591758,0.00621703,1,1,871266,119.214.93.117,0,4,1
3ca3cf35776122b40a0ffb6031217dc512a5d30f21dffc4a42eb2b8750b3dcf3,2025-09-09T22:38:51,bc1C9VXnnfCHoND453P5Bt31yegb4zfd4q2zpdfPB,bc1QSegRwMwwSg2Kd7qxLBw7DSbVs7pjBwKa1W7ah,0.96412869,0.01611375,1,1,872523,200.69.117.93,0,2,0
6d3e699594dcb1f58b6fdb1e20a8261f33428406d7dbead57e7df1f1041b6cc1,2025-12-22T11:14:37,bc1zhDXVnFsH9QaPL5MrfHqfJS6JVU7f1qH87CRon,bc1UvSoSi9jq1gtQti8BFmtbPqByB3wMFxh69oH8q,1.24626075,0.00786137,3,1,885897,147.250.164.207,1,1,0
81a0d549006a831443c34085ea415950c4a07c1c1a867d572a5a6cc646f2902b,2025-04-27T02:59:15,bc1WkY2ZQWSSqRVE2MGpEUnifVhrFUFcQ5tPZ5yGi,bc16kjUXnsdguiscjv3VfMdiwVnVfdcP75DaTfjji,9.56703884,0.28084387,1,1,874256,253.233.135.123,1,37,1
747dd0e6328b6aa4702ac6c3ee125a83aeeefb3fba7c56836dbf0fed56490814,2025-07-21T15:16:32,bc1EZrCEX4SuZFcN6Xiau3JJXvGXQhagnNJ4DR9NL,bc1QZ7EDMLDs18C83szZx7AZcjD3APdcpLgGRcbkk,2.65562303,0.02687832,3,1,891879,248.67.94.173,1,4,0
ce8732ea4aaca423901f6323dda2a476eb99cfe069ed4c7616542330f3ead724,2025-02-18T00:23:10,bc1B9Hyw13oKPTzkSHMopKMQzpQjBGK34Ac7yWDQS,bc11JzyjwPQcQeWwVp17yDwHMD9DebAKgCTjBZezU,2.58834048,0.04583432,3,1,872229,112.148.5.253,1,5,0
afd4ccee4da42f7ab5655dd6554b1c10150db1aeb36069772123745826b9fed9,2025-12-09T06:16:07,bc1hECiL2KqMbJ82qBoWJHpbjDLsGTDUAfhnbQ43S,bc159UJT4fQQAiPsvKcthkK45XEUQyFcMyZE8ZkKe,0.12414899,0.0007864,3,1,879371,48.8.238.234,0,8,0
33467bd3c64cd9f9994a2c6a5169a5a45ed22c97f406e2f990e4046f9cef7ebd,2025-04-05T04:53:39,bc1KcKBkmpZDma1Sfu3DGXbQZnV1xVoHgtok8rXTB,bc14cMiJf8PU2AUsyj6UjnE5tfofR8dmZz13VJifs,3.01263367,0.01837825,1,1,896972,141.125.83.255,1,3,1
91acb56fbdb304c503b58bd7dee7c7a0a784372bf35fc35414d017dca0a5a72e,2025-10-24T05:52:25,bc1xJ3xdfXXaVt3cTejFWVcwPJVfVYQVEaWeU48h3,bc1BG9CfXZdPUcmLYgbM8VELAC4yQ7ncHVnEC295N,2.49143152,0.03894479,1,1,880124,144.190.62.108,1,3,0
d09f9c0fbca8e938c84181d33d0fab215974794a8426ac47383cd6321d7ae306,2025-12-07T00:46:42,bc1Zk7HhJjNusMVvV23JDjRSFV8RWUXUjJGJ24Pat,bc15uTXWB74HAV16QWgbsxweXrZ4bq1qhSSvjtLNS,0.17479696,0.00029939,1,2,872047,148.183.106.27,0,5,0
eab83f08b2f2726bf749b64613e1469ad831a981ed9ffa70c248b6da965a6efe,2025-11-12T19:14:27,bc1xvtmvXKHbnBViFonZJTDToqZU7txXBdEicBHac,bc1z4u5BKYq3NtCDTHdEEhn53qJWzdzNaFa5qaDzN,0.41355742,0.0015462,1,1,880433,182.1.226.160,0,5,0
6d52df0038e55061fb66cf777477bb4d52c22ed086fab434a60766b24d663878,2025-01-25T07:15:06,bc19WmoJRByzpNfhBjhp8PLae7uQPpsmQ8kudBm2u,bc14Qp25RGaqzkjMmFbdXVvdqj9KqqSHF9K6vK3sH,5.15453023,0.125859,12,25,871170,197.218.99.105,1,39,0
e108ba1625815587b3ac3eacbec56b42364d19548d21bc18636a7c05e66f34ab,2025-03-08T07:55:15,bc1vbfjPJbiAjUEmB1unqdt83mrJvuSeeszT7xmmG,bc188CgSD61gWA9WCwk9HXmo8gNt3C4LzmUAT7WyM,2.93414599,0.02355717,2,1,888593,111.86.157.16,0,1,0
5f2215601610d1b401f525bb4fe6447beb33072acfe09e54e24416722a81505c,2025-07-01T01:40:47,bc1x4ijdwHEwSovjLBGby7g8Dc3uXb9MSVcvjYyTf,bc14Vhi1sAuzPioHQzTuHSLeMYFVp3rsBbWGhyhLj,0.03003719,0.00165749,1,25,881603,55.248.168.139,1,13,0
784728d3687c8f478554b994e06d2f8b586da67ffd8c6f2238cc1f333a73acd6,2025-04-28T11:09:24,bc13ag1ULZuyHkWBHQPzP95kPwVxDHKRYLByMrKCD,bc12umkG3E8oN3APrgc6A79NaGxtZiovLFgUZVNUz,1.54600144,0.03029653,1,2,884887,72.157.254.46,0,0,0
38ba090d2a98f2dc6dd63f6a42840d7074f7af2aa9b769b8c881e259bb3da8ea,2025-02-24T10:39:02,bc1F1wiHY9kTQCuydbPvT7UgAAFyYXnfvztpC9WRF,bc1D98MYfKLC66PBz6KzVHAwCoVfmBv8GtQTtVDo2,0.01018335,0.00093757,1,5,874958,87.26.168.118,1,32,0
a1ee386856d99a894d8d9f04b2575118ae3f2848b4a9af89fefb73c90fcdfd42,2025-08-25T20:54:30,bc1bsoZTePcMdXeZVDpGWoEgV3W76fDxRci6zKMaJ,bc1qMPPNqHHSBWtTffh8j686nPDdP8Cp9WmqCP1k4,2.51952544,0.03508628,1,1,881204,244.71.251.59,0,0,0
9af1705b06aaab497bb99b51392bf808a0373f98cbfbfe4b4fb17899499337db,2025-11-26T20:10:02,bc153ajJ8y1koShMLS199Qip8gKMj4C5saVMpLNuQ,bc1aNeQbANmqNxv7Xqi8UdMcj7kzAJd7FBmtcDhWQ,0.02215663,0.00160891,8,25,897375,7.160.202.110,1,33,0
